filename	tissue	sample	direction	fragmentlength	valid	species	scilifeid	qualtype	sampletype	sampleid	strand_specific
rat/E100006697/E100006697_L01_41_1.fq.gz	cerebellum	a	fwd	100	1	rat	E100006697_41	MGISEQ2000	tissue	cerebellum_male.2	0
rat/E100006697/E100006697_L01_41_2.fq.gz	cerebellum	a	rev	100	1	rat	E100006697_41	MGISEQ2000	tissue	cerebellum_male.2	0
rat/E100006701/E100006701_L01_45_1.fq.gz	cervix	a	fwd	100	1	rat	E100006701_45	MGISEQ2000	tissue	cer_female.4	0
rat/E100006701/E100006701_L01_45_2.fq.gz	cervix	a	rev	100	1	rat	E100006701_45	MGISEQ2000	tissue	cer_female.4	0
rat/E100006703/E100006703_L01_121_1.fq.gz	cervix	a	fwd	100	1	rat	E100006703_121	MGISEQ2000	tissue	cer_female.1	0
rat/E100006703/E100006703_L01_121_2.fq.gz	cervix	a	rev	100	1	rat	E100006703_121	MGISEQ2000	tissue	cer_female.1	0
rat/E100006695/E100006695_L01_100_1.fq.gz	choroidplexus	a	fwd	100	1	rat	E100006695_100	MGISEQ2000	tissue	choroid.plexus_male.2	0
rat/E100006695/E100006695_L01_100_2.fq.gz	choroidplexus	a	rev	100	1	rat	E100006695_100	MGISEQ2000	tissue	choroid.plexus_male.2	0
rat/E100006695/E100006695_L01_56_1.fq.gz	choroidplexus	a	fwd	100	1	rat	E100006695_56	MGISEQ2000	tissue	choroid.plexus_female.3	0
rat/E100006695/E100006695_L01_56_2.fq.gz	choroidplexus	a	rev	100	1	rat	E100006695_56	MGISEQ2000	tissue	choroid.plexus_female.3	0
rat/E100006697/E100006697_L01_117_1.fq.gz	choroidplexus	a	fwd	100	1	rat	E100006697_117	MGISEQ2000	tissue	choroid.plexus_female.2	0
rat/E100006697/E100006697_L01_117_2.fq.gz	choroidplexus	a	rev	100	1	rat	E100006697_117	MGISEQ2000	tissue	choroid.plexus_female.2	0
rat/E100006695/E100006695_L01_128_1.fq.gz	cingulate-retrosplenialcortex	a	fwd	100	1	rat	E100006695_128	MGISEQ2000	tissue	cingulate.retrosplenial.cortex_female.2	0
rat/E100006695/E100006695_L01_128_2.fq.gz	cingulate-retrosplenialcortex	a	rev	100	1	rat	E100006695_128	MGISEQ2000	tissue	cingulate.retrosplenial.cortex_female.2	0
rat/E100006698/E100006698_L01_64_1.fq.gz	cingulate-retrosplenialcortex	a	fwd	100	1	rat	E100006698_64	MGISEQ2000	tissue	retrosplenial.cortex_male.2	0
rat/E100006698/E100006698_L01_64_2.fq.gz	cingulate-retrosplenialcortex	a	rev	100	1	rat	E100006698_64	MGISEQ2000	tissue	retrosplenial.cortex_male.2	0
rat/E100006701/E100006701_L01_52_1.fq.gz	cingulate-retrosplenialcortex	b	fwd	100	1	rat	E100006701_52	MGISEQ2000	tissue	cingulate.retrosplenial.cortex_female.3	0
rat/E100006701/E100006701_L01_52_2.fq.gz	cingulate-retrosplenialcortex	b	rev	100	1	rat	E100006701_52	MGISEQ2000	tissue	cingulate.retrosplenial.cortex_female.3	0
rat/E100006703/E100006703_L01_26_1.fq.gz	cingulate-retrosplenialcortex	a	fwd	100	1	rat	E100006703_26	MGISEQ2000	tissue	retrosplenial.cortex_male.3	0
rat/E100006703/E100006703_L01_26_2.fq.gz	cingulate-retrosplenialcortex	a	rev	100	1	rat	E100006703_26	MGISEQ2000	tissue	retrosplenial.cortex_male.3	0
rat/E100006703/E100006703_L01_52_1.fq.gz	cingulate-retrosplenialcortex	a	fwd	100	1	rat	E100006703_52	MGISEQ2000	tissue	cingulate.retrosplenial.cortex_female.3	0
rat/E100006703/E100006703_L01_52_2.fq.gz	cingulate-retrosplenialcortex	a	rev	100	1	rat	E100006703_52	MGISEQ2000	tissue	cingulate.retrosplenial.cortex_female.3	0
rat/E100006695/E100006695_L01_84_1.fq.gz	clitoris	a	fwd	100	1	rat	E100006695_84	MGISEQ2000	tissue	clit_female.4	0
rat/E100006695/E100006695_L01_84_2.fq.gz	clitoris	a	rev	100	1	rat	E100006695_84	MGISEQ2000	tissue	clit_female.4	0
rat/E100006701/E100006701_L01_13_1.fq.gz	clitoris	b	fwd	100	1	rat	E100006701_13	MGISEQ2000	tissue	clit_female.1	0
rat/E100006701/E100006701_L01_13_2.fq.gz	clitoris	b	rev	100	1	rat	E100006701_13	MGISEQ2000	tissue	clit_female.1	0
rat/E100006702/E100006702_L01_13_1.fq.gz	clitoris	a	fwd	100	1	rat	E100006702_13	MGISEQ2000	tissue	clit_female.1	0
rat/E100006702/E100006702_L01_13_2.fq.gz	clitoris	a	rev	100	1	rat	E100006702_13	MGISEQ2000	tissue	clit_female.1	0
rat/E100006697/E100006697_L01_79_1.fq.gz	colon	b	fwd	100	1	rat	E100006697_79	MGISEQ2000	tissue	col_male.4	0
rat/E100006697/E100006697_L01_79_2.fq.gz	colon	b	rev	100	1	rat	E100006697_79	MGISEQ2000	tissue	col_male.4	0
rat/E100006698/E100006698_L01_1_1.fq.gz	colon	a	fwd	100	1	rat	E100006698_1	MGISEQ2000	tissue	col_female.1	0
rat/E100006698/E100006698_L01_1_2.fq.gz	colon	a	rev	100	1	rat	E100006698_1	MGISEQ2000	tissue	col_female.1	0
rat/E100006698/E100006698_L01_80_1.fq.gz	colon	a	fwd	100	1	rat	E100006698_80	MGISEQ2000	tissue	col_female.4	0
rat/E100006698/E100006698_L01_80_2.fq.gz	colon	a	rev	100	1	rat	E100006698_80	MGISEQ2000	tissue	col_female.4	0
rat/E100006699/E100006699_L01_13_1.fq.gz	colon	a	fwd	100	1	rat	E100006699_13	MGISEQ2000	tissue	col_male.1	0
rat/E100006699/E100006699_L01_13_2.fq.gz	colon	a	rev	100	1	rat	E100006699_13	MGISEQ2000	tissue	col_male.1	0
rat/E100006700/E100006700_L01_79_1.fq.gz	colon	a	fwd	100	1	rat	E100006700_79	MGISEQ2000	tissue	col_male.4	0
rat/E100006700/E100006700_L01_79_2.fq.gz	colon	a	rev	100	1	rat	E100006700_79	MGISEQ2000	tissue	col_male.4	0
rat/E100006703/E100006703_L01_13_1.fq.gz	colon	b	fwd	100	1	rat	E100006703_13	MGISEQ2000	tissue	col_male.1	0
rat/E100006703/E100006703_L01_13_2.fq.gz	colon	b	rev	100	1	rat	E100006703_13	MGISEQ2000	tissue	col_male.1	0
rat/E100006699/E100006699_L01_4_1.fq.gz	cornea	a	fwd	100	1	rat	E100006699_4	MGISEQ2000	tissue	cor_male.2	0
rat/E100006699/E100006699_L01_4_2.fq.gz	cornea	a	rev	100	1	rat	E100006699_4	MGISEQ2000	tissue	cor_male.2	0
rat/E100006699/E100006699_L01_80_1.fq.gz	cornea	a	fwd	100	0	rat	E100006699_80	MGISEQ2000	tissue	cor_male.3	0
rat/E100006699/E100006699_L01_80_2.fq.gz	cornea	a	rev	100	0	rat	E100006699_80	MGISEQ2000	tissue	cor_male.3	0
rat/E100006700/E100006700_L01_80_1.fq.gz	cornea	b	fwd	100	0	rat	E100006700_80	MGISEQ2000	tissue	cor_male.3	0
rat/E100006700/E100006700_L01_80_2.fq.gz	cornea	b	rev	100	0	rat	E100006700_80	MGISEQ2000	tissue	cor_male.3	0
rat/E100006701/E100006701_L01_28_1.fq.gz	cornea	a	fwd	100	1	rat	E100006701_28	MGISEQ2000	tissue	cor_female.2	0
rat/E100006701/E100006701_L01_28_2.fq.gz	cornea	a	rev	100	1	rat	E100006701_28	MGISEQ2000	tissue	cor_female.2	0
rat/E100006701/E100006701_L01_46_1.fq.gz	cornea	a	fwd	100	0	rat	E100006701_46	MGISEQ2000	tissue	cor_female.3	0
rat/E100006701/E100006701_L01_46_2.fq.gz	cornea	a	rev	100	0	rat	E100006701_46	MGISEQ2000	tissue	cor_female.3	0
rat/E100006695/E100006695_L01_34_1.fq.gz	corpuscallosum	a	fwd	100	1	rat	E100006695_34	MGISEQ2000	tissue	corpus.callosum_female.2	0
rat/E100006695/E100006695_L01_34_2.fq.gz	corpuscallosum	a	rev	100	1	rat	E100006695_34	MGISEQ2000	tissue	corpus.callosum_female.2	0
rat/E100006695/E100006695_L01_98_1.fq.gz	corpuscallosum	a	fwd	100	0	rat	E100006695_98	MGISEQ2000	tissue	corpus.callosum_male.2	0
rat/E100006695/E100006695_L01_98_2.fq.gz	corpuscallosum	a	rev	100	0	rat	E100006695_98	MGISEQ2000	tissue	corpus.callosum_male.2	0
rat/E100006697/E100006697_L01_128_1.fq.gz	corpuscallosum	a	fwd	100	1	rat	E100006697_128	MGISEQ2000	tissue	corpus.callosum_male.3	0
rat/E100006697/E100006697_L01_128_2.fq.gz	corpuscallosum	a	rev	100	1	rat	E100006697_128	MGISEQ2000	tissue	corpus.callosum_male.3	0
rat/E100006699/E100006699_L01_74_1.fq.gz	diaphragm	a	fwd	100	1	rat	E100006699_74	MGISEQ2000	tissue	dia_male.1	0
rat/E100006699/E100006699_L01_74_2.fq.gz	diaphragm	a	rev	100	1	rat	E100006699_74	MGISEQ2000	tissue	dia_male.1	0
rat/E100006700/E100006700_L01_74_1.fq.gz	diaphragm	b	fwd	100	1	rat	E100006700_74	MGISEQ2000	tissue	dia_male.1	0
rat/E100006700/E100006700_L01_74_2.fq.gz	diaphragm	b	rev	100	1	rat	E100006700_74	MGISEQ2000	tissue	dia_male.1	0
rat/E100006701/E100006701_L01_3_1.fq.gz	diaphragm	a	fwd	100	1	rat	E100006701_3	MGISEQ2000	tissue	dia_female.1	0
rat/E100006701/E100006701_L01_3_2.fq.gz	diaphragm	a	rev	100	1	rat	E100006701_3	MGISEQ2000	tissue	dia_female.1	0
rat/E100006702/E100006702_L01_71_1.fq.gz	diaphragm	a	fwd	100	1	rat	E100006702_71	MGISEQ2000	tissue	dia_male.4	0
rat/E100006702/E100006702_L01_71_2.fq.gz	diaphragm	a	rev	100	1	rat	E100006702_71	MGISEQ2000	tissue	dia_male.4	0
rat/E100006703/E100006703_L01_123_1.fq.gz	diaphragm	a	fwd	100	1	rat	E100006703_123	MGISEQ2000	tissue	dia_female.4	0
rat/E100006703/E100006703_L01_123_2.fq.gz	diaphragm	a	rev	100	1	rat	E100006703_123	MGISEQ2000	tissue	dia_female.4	0
rat/E100006695/E100006695_L01_90_1.fq.gz	dorsalrootganglia	a	fwd	100	1	rat	E100006695_90	MGISEQ2000	tissue	drg_male.2	0
rat/E100006695/E100006695_L01_90_2.fq.gz	dorsalrootganglia	a	rev	100	1	rat	E100006695_90	MGISEQ2000	tissue	drg_male.2	0
rat/E100006697/E100006697_L01_25_1.fq.gz	dorsalrootganglia	a	fwd	100	1	rat	E100006697_25	MGISEQ2000	tissue	drg_female.2	0
rat/E100006697/E100006697_L01_25_2.fq.gz	dorsalrootganglia	a	rev	100	1	rat	E100006697_25	MGISEQ2000	tissue	drg_female.2	0
rat/E100006697/E100006697_L01_28_1.fq.gz	dorsalrootganglia	a	fwd	100	1	rat	E100006697_28	MGISEQ2000	tissue	drg_female.3	0
rat/E100006697/E100006697_L01_28_2.fq.gz	dorsalrootganglia	a	rev	100	1	rat	E100006697_28	MGISEQ2000	tissue	drg_female.3	0
rat/E100006697/E100006697_L01_32_1.fq.gz	dorsalrootganglia	a	fwd	100	1	rat	E100006697_32	MGISEQ2000	tissue	drg_male.3	0
rat/E100006697/E100006697_L01_32_2.fq.gz	dorsalrootganglia	a	rev	100	1	rat	E100006697_32	MGISEQ2000	tissue	drg_male.3	0
rat/E100006700/E100006700_L01_81_1.fq.gz	ductusdeferens	a	fwd	100	1	rat	E100006700_81	MGISEQ2000	tissue	duc_male.4	0
rat/E100006700/E100006700_L01_81_2.fq.gz	ductusdeferens	a	rev	100	1	rat	E100006700_81	MGISEQ2000	tissue	duc_male.4	0
rat/E100006701/E100006701_L01_14_1.fq.gz	ductusdeferens	b	fwd	100	1	rat	E100006701_14	MGISEQ2000	tissue	duc_male.1	0
rat/E100006701/E100006701_L01_14_2.fq.gz	ductusdeferens	b	rev	100	1	rat	E100006701_14	MGISEQ2000	tissue	duc_male.1	0
rat/E100006703/E100006703_L01_14_1.fq.gz	ductusdeferens	a	fwd	100	1	rat	E100006703_14	MGISEQ2000	tissue	duc_male.1	0
rat/E100006703/E100006703_L01_14_2.fq.gz	ductusdeferens	a	rev	100	1	rat	E100006703_14	MGISEQ2000	tissue	duc_male.1	0
rat/E100006695/E100006695_L01_29_1.fq.gz	duodenum	a	fwd	100	1	rat	E100006695_29	MGISEQ2000	tissue	duo_female.1	0
rat/E100006695/E100006695_L01_29_2.fq.gz	duodenum	a	rev	100	1	rat	E100006695_29	MGISEQ2000	tissue	duo_female.1	0
rat/E100006697/E100006697_L01_29_1.fq.gz	duodenum	c	fwd	100	1	rat	E100006697_29	MGISEQ2000	tissue	duo_female.1	0
rat/E100006697/E100006697_L01_29_2.fq.gz	duodenum	c	rev	100	1	rat	E100006697_29	MGISEQ2000	tissue	duo_female.1	0
rat/E100006698/E100006698_L01_74_1.fq.gz	duodenum	a	fwd	100	1	rat	E100006698_74	MGISEQ2000	tissue	duo_male.1	0
rat/E100006698/E100006698_L01_74_2.fq.gz	duodenum	a	rev	100	1	rat	E100006698_74	MGISEQ2000	tissue	duo_male.1	0
rat/E100006698/E100006698_L01_76_1.fq.gz	duodenum	a	fwd	100	1	rat	E100006698_76	MGISEQ2000	tissue	duo_female.4	0
rat/E100006698/E100006698_L01_76_2.fq.gz	duodenum	a	rev	100	1	rat	E100006698_76	MGISEQ2000	tissue	duo_female.4	0
rat/E100006700/E100006700_L01_82_1.fq.gz	duodenum	a	fwd	100	1	rat	E100006700_82	MGISEQ2000	tissue	duo_male.4	0
rat/E100006700/E100006700_L01_82_2.fq.gz	duodenum	a	rev	100	1	rat	E100006700_82	MGISEQ2000	tissue	duo_male.4	0
